Date,Open,High,Low,Close,Adj Close,Volume
2020-02-06,24.000000,25.260000,18.549999,18.750000,18.750000,5873300
2020-02-07,19.190001,21.900000,19.000000,20.620001,20.620001,1221500
2020-02-10,21.370001,22.150000,21.100000,22.100000,22.100000,727400
2020-02-11,22.150000,24.200001,21.500000,24.100000,24.100000,764300
2020-02-12,24.400000,27.600000,24.100000,27.600000,27.600000,862100
2020-02-13,27.770000,31.799999,26.650000,29.200001,29.200001,1403500
2020-02-14,29.650000,30.340000,26.250000,27.900000,27.900000,821700
2020-02-18,27.879999,29.628000,27.500000,27.799999,27.799999,289100
2020-02-19,27.850000,28.700001,27.000000,28.180000,28.180000,380800
2020-02-20,28.280001,28.500000,26.770000,26.910000,26.910000,249300
2020-02-21,26.760000,26.799999,24.500000,26.090000,26.090000,397300
2020-02-24,24.980000,25.450001,24.000000,24.200001,24.200001,247700
2020-02-25,24.440001,24.980000,22.500000,22.629999,22.629999,361300
2020-02-26,22.730000,24.910000,22.730000,24.450001,24.450001,239600
2020-02-27,23.459999,24.090000,22.760000,22.930000,22.930000,217000
2020-02-28,22.900000,22.900000,21.500000,22.490000,22.490000,157400
2020-03-02,23.100000,23.910000,22.570000,23.020000,23.020000,365200
2020-03-03,23.110001,24.629999,22.760000,23.510000,23.510000,365700
2020-03-04,23.690001,24.809000,23.690001,24.410000,24.410000,281400
2020-03-05,24.309999,24.792999,23.280001,23.809999,23.809999,340800
2020-03-06,23.410000,23.870001,23.400000,23.549999,23.549999,175900
2020-03-09,21.969999,23.368000,21.500000,22.600000,22.600000,178500
2020-03-10,22.559999,23.924999,21.660000,22.500000,22.500000,346900
2020-03-11,22.320000,23.770000,20.770000,21.250000,21.250000,228700
2020-03-12,20.969999,21.230000,18.049999,18.299999,18.299999,411100
2020-03-13,19.700001,19.700001,16.020000,17.379999,17.379999,347700
2020-03-16,16.000000,16.445000,13.000000,13.310000,13.310000,380900
2020-03-17,13.680000,15.805000,13.500000,15.010000,15.010000,304400
