Date,Open,High,Low,Close,Adj Close,Volume
1987-09-16,1.666667,1.677083,1.666667,1.677083,0.003415,753600
1987-09-17,1.677083,1.677083,1.666667,1.677083,0.003415,169200
1987-09-18,1.677083,1.677083,1.666667,1.666667,0.003394,163200
1987-09-21,1.666667,1.697917,1.666667,1.666667,0.003394,169200
1987-09-22,1.677083,1.687500,1.677083,1.677083,0.003415,76800
1987-09-23,1.687500,1.697917,1.687500,1.687500,0.003436,164400
1987-09-24,1.687500,1.697917,1.687500,1.687500,0.003436,56400
1987-09-25,1.687500,1.697917,1.677083,1.687500,0.003436,43200
1987-09-28,1.687500,1.687500,1.687500,1.687500,0.003436,14400
1987-09-29,1.697917,1.718750,1.697917,1.708333,0.003479,232800
1987-09-30,1.708333,1.708333,1.697917,1.708333,0.003479,84000
1987-10-01,1.708333,1.718750,1.697917,1.708333,0.003479,93600
1987-10-02,1.708333,1.718750,1.697917,1.708333,0.003479,158400
1987-10-05,1.708333,1.739583,1.708333,1.739583,0.003542,550800
1987-10-06,1.739583,1.812500,1.718750,1.718750,0.003500,597600
1987-10-07,1.718750,1.729167,1.708333,1.729167,0.003851,216000
1987-10-08,1.729167,1.739583,1.708333,1.729167,0.003851,116400
1987-10-09,1.729167,1.739583,1.708333,1.708333,0.003804,140400
1987-10-12,1.708333,1.718750,1.697917,1.708333,0.003804,67200
1987-10-13,1.708333,1.708333,1.697917,1.708333,0.003804,142800
1987-10-14,1.708333,1.718750,1.687500,1.708333,0.003804,79200
1987-10-15,1.708333,1.708333,1.666667,1.666667,0.003711,118800
1987-10-16,1.666667,1.677083,1.645833,1.645833,0.003665,229200
1987-10-19,1.645833,1.656250,1.354167,1.364583,0.003039,620400
1987-10-20,1.364583,1.447917,1.187500,1.218750,0.002714,508800
1987-10-21,1.260417,1.604167,1.260417,1.520833,0.003387,528000
1987-10-22,1.520833,1.520833,1.437500,1.500000,0.003340,159600
1987-10-23,1.500000,1.500000,1.427083,1.479167,0.003294,136800
1987-10-26,1.458333,1.458333,1.395833,1.395833,0.003108,138000
1987-10-27,1.395833,1.447917,1.375000,1.395833,0.003108,127200
1987-10-28,1.385417,1.385417,1.354167,1.364583,0.003039,88800
1987-10-29,1.364583,1.406250,1.364583,1.385417,0.003085,175200
1987-10-30,1.385417,1.406250,1.364583,1.406250,0.003131,92400
1987-11-02,1.406250,1.406250,1.385417,1.395833,0.003108,72000
1987-11-03,1.395833,1.395833,1.354167,1.354167,0.003015,52800
1987-11-04,1.354167,1.354167,1.322917,1.333333,0.002969,52800
1987-11-05,1.333333,1.333333,1.302083,1.322917,0.002946,157200
1987-11-06,1.322917,1.354167,1.322917,1.354167,0.003015,156000
1987-11-09,1.354167,1.354167,1.322917,1.343750,0.002992,88800
1987-11-10,1.333333,1.333333,1.302083,1.302083,0.002899,178800
1987-11-11,1.312500,1.333333,1.312500,1.322917,0.002946,118800
1987-11-12,1.354167,1.364583,1.354167,1.354167,0.003015,102000
1987-11-13,1.354167,1.375000,1.312500,1.312500,0.002923,140400
1987-11-16,1.312500,1.354167,1.312500,1.333333,0.002969,99600
1987-11-17,1.333333,1.333333,1.302083,1.333333,0.002969,103200
1987-11-18,1.333333,1.364583,1.322917,1.333333,0.002969,198000
1987-11-19,1.333333,1.354167,1.333333,1.343750,0.002992,164400
1987-11-20,1.343750,1.427083,1.343750,1.406250,0.003131,217200
1987-11-23,1.406250,1.406250,1.375000,1.406250,0.003131,63600
1987-11-24,1.406250,1.427083,1.406250,1.416667,0.003155,120000
1987-11-25,1.427083,1.437500,1.427083,1.437500,0.003201,30000
1987-11-27,1.437500,1.437500,1.406250,1.406250,0.003131,68400
1987-11-30,1.406250,1.406250,1.364583,1.375000,0.003062,141600
1987-12-01,1.385417,1.437500,1.385417,1.406250,0.003131,73200
1987-12-02,1.406250,1.427083,1.395833,1.416667,0.003155,213600
1987-12-03,1.416667,1.437500,1.375000,1.385417,0.003085,246000
1987-12-04,1.354167,1.354167,1.312500,1.343750,0.002992,270000
1987-12-07,1.343750,1.364583,1.333333,1.354167,0.003015,67200
1987-12-08,1.354167,1.395833,1.343750,1.385417,0.003085,78000
1987-12-09,1.364583,1.364583,1.333333,1.364583,0.005364,92400
1987-12-10,1.364583,1.364583,1.333333,1.333333,0.005241,50400
1987-12-11,1.333333,1.364583,1.302083,1.302083,0.005118,104400
1987-12-14,1.302083,1.364583,1.291667,1.364583,0.005364,93600
1987-12-15,1.354167,1.354167,1.312500,1.312500,0.005159,139200
1987-12-16,1.312500,1.333333,1.281250,1.302083,0.005118,118800
1987-12-17,1.302083,1.312500,1.270833,1.302083,0.005118,80400
1987-12-18,1.302083,1.312500,1.281250,1.281250,0.005036,121200
1987-12-21,1.281250,1.281250,1.218750,1.229167,0.004832,183600
1987-12-22,1.229167,1.322917,1.177083,1.312500,0.005159,513600
1987-12-23,1.312500,1.364583,1.302083,1.312500,0.005159,273600
1987-12-24,1.312500,1.333333,1.281250,1.333333,0.005241,91200
1987-12-28,1.312500,1.312500,1.250000,1.250000,0.004914,219600
1987-12-29,1.250000,1.302083,1.250000,1.302083,0.005118,288000
1987-12-30,1.312500,1.395833,1.312500,1.395833,0.005487,254400
1987-12-31,1.385417,1.385417,1.333333,1.333333,0.005241,422400
1988-01-04,1.354167,1.416667,1.354167,1.416667,0.005569,55200
1988-01-05,1.416667,1.447917,1.416667,1.437500,0.005651,193200
1988-01-06,1.437500,1.562500,1.427083,1.520833,0.005978,358800
1988-01-07,1.520833,1.531250,1.510417,1.510417,0.005937,96000
1988-01-08,1.510417,1.531250,1.479167,1.479167,0.005814,296400
1988-01-11,1.479167,1.479167,1.406250,1.437500,0.005651,200400
1988-01-12,1.427083,1.427083,1.375000,1.385417,0.005446,266400
1988-01-13,1.385417,1.385417,1.343750,1.354167,0.005323,78000
1988-01-14,1.354167,1.375000,1.343750,1.354167,0.005323,91200
1988-01-15,1.375000,1.395833,1.375000,1.395833,0.005487,152400
1988-01-18,1.395833,1.416667,1.385417,1.395833,0.005487,50400
1988-01-19,1.395833,1.406250,1.375000,1.406250,0.005528,82800
1988-01-20,1.406250,1.406250,1.375000,1.375000,0.005405,57600
1988-01-21,1.375000,1.395833,1.343750,1.343750,0.005282,115200
1988-01-22,1.354167,1.385417,1.354167,1.364583,0.005364,67200
1988-01-25,1.364583,1.385417,1.354167,1.385417,0.005446,67200
1988-01-26,1.385417,1.385417,1.375000,1.375000,0.005405,46800
1988-01-27,1.375000,1.395833,1.375000,1.385417,0.005446,40800
1988-01-28,1.385417,1.395833,1.385417,1.395833,0.005487,36000
1988-01-29,1.385417,1.385417,1.343750,1.354167,0.005323,110400
1988-02-01,1.364583,1.385417,1.364583,1.385417,0.005446,54000
1988-02-02,1.385417,1.395833,1.375000,1.395833,0.005487,40800
1988-02-03,1.395833,1.395833,1.385417,1.395833,0.005487,69600
1988-02-04,1.395833,1.395833,1.375000,1.395833,0.005487,63600
1988-02-05,1.395833,1.416667,1.385417,1.416667,0.005569,66000
1988-02-08,1.416667,1.437500,1.395833,1.437500,0.005651,51600
1988-02-09,1.437500,1.500000,1.437500,1.468750,0.005774,72000
1988-02-10,1.468750,1.489583,1.458333,1.489583,0.005855,80400
1988-02-11,1.479167,1.479167,1.458333,1.458333,0.005733,90000
1988-02-12,1.458333,1.458333,1.416667,1.416667,0.005569,120000
